namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	nr_13_votersreg	nr_13_votersvalid	nr_13_nevolici	nr_13_other	nr_13_kdh	nr_13_sns	nr_13_ol	nr_13_sas	nr_13_smer	nr_13_most	nr_13_sdku	nr_13_smk
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	398	115	283	40	75	396	252	146	31	20	16	22	6	135	13	9	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	402	110	303	26	84	413	260	153	30	21	7	24	8	153	4	13	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	818	183	635	74	109	809	481	337	59	36	18	52	39	207	19	51	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1546	473	1073	225	248	1515	1009	537	144	90	42	161	100	329	41	102	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	791	257	534	131	126	741	500	291	55	40	31	42	55	195	15	67	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1000	287	713	135	152	997	661	339	93	58	29	94	57	245	20	65	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	24	87	13	11	90	75	36	6	11	3	1	2	39	11	0	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	18	105	8	10	115	43	80	6	0	1	1	1	27	5	0	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	269	596	83	186	855	502	363	98	49	24	40	28	228	9	26	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	905	279	626	61	218	873	517	388	57	47	29	57	34	241	7	45	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	937	228	709	78	150	899	560	377	75	50	39	65	54	234	10	33	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	473	69	404	28	41	438	181	292	22	1	7	10	2	71	34	17	17
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	126	25	101	11	14	119	49	77	7	3	2	0	3	26	5	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	55	238	47	8	293	184	109	5	3	1	1	1	4	34	2	133
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	540	101	439	46	55	496	293	247	33	48	17	11	2	175	2	5	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	276	46	237	23	23	283	174	109	8	23	6	5	3	109	0	20	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	241	645	74	167	877	509	377	61	24	76	56	29	240	2	21	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	452	137	326	59	78	463	297	166	36	28	17	38	20	124	12	22	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	790	196	594	74	122	746	498	292	45	29	27	56	20	302	4	15	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	272	40	233	20	20	273	123	150	19	1	0	2	1	54	21	3	22
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	546	95	451	43	52	539	227	319	31	6	11	15	4	146	8	6	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	185	466	86	99	643	426	225	73	3	25	41	32	235	6	11	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	212	43	176	15	28	219	113	106	3	2	0	3	0	4	48	0	53
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	24	35	17	7	59	40	19	8	3	0	2	0	26	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	159	40	136	26	14	176	98	78	17	12	1	3	4	60	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	65	140	44	21	197	107	98	25	2	4	2	3	69	1	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	75	10	2	87	54	33	14	3	3	3	0	30	0	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	366	149	229	80	69	378	253	125	27	34	15	7	9	156	3	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	306	194	112	191	3	303	253	53	4	2	0	0	0	13	4	229	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	992	222	777	73	149	999	584	415	60	77	34	47	17	321	12	16	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	433	73	363	50	23	436	252	184	12	4	0	2	0	18	44	2	170
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	271	74	197	35	39	254	166	105	40	5	11	7	1	99	1	1	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	106	778	45	61	864	299	585	9	6	6	3	2	20	103	0	150
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	415	86	329	43	43	411	259	156	13	4	1	0	2	3	173	0	63
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	183	12	176	6	6	188	86	102	4	6	3	3	0	16	27	2	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	668	83	586	35	48	669	280	389	7	5	0	9	1	9	132	0	117
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	111	152	96	15	263	119	144	25	3	5	3	1	75	2	2	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	115	37	80	20	17	117	103	14	13	8	6	3	2	62	1	8	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	157	62	125	31	31	187	143	44	18	28	3	31	4	45	4	10	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	15	53	7	8	68	39	29	6	1	3	1	3	24	1	0	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	139	541	65	74	680	492	188	52	44	39	47	25	243	13	29	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	45	241	27	18	285	172	114	10	3	0	3	0	15	41	3	97
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	16	51	12	4	67	43	24	7	1	1	0	0	30	2	2	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1036	368	697	150	218	1065	583	482	92	17	40	17	13	380	5	19	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	69	355	65	4	407	223	201	9	1	1	2	0	14	84	2	110
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	443	85	358	69	16	440	308	135	11	2	1	4	1	1	174	1	113
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	497	149	348	58	91	465	339	158	42	49	23	37	18	132	10	28	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1035	211	840	118	93	1051	683	368	61	40	39	87	17	410	3	25	1
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	217	891	132	85	1105	497	611	96	49	36	26	17	248	4	20	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	71	181	28	43	248	170	82	16	5	14	3	4	102	16	9	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	164	347	71	93	511	284	227	49	17	21	6	10	169	4	8	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	463	100	363	32	68	447	205	258	30	8	7	4	16	120	4	16	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	794	247	556	103	144	803	470	333	65	19	28	24	25	284	7	18	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	860	217	650	84	133	867	465	402	61	24	26	17	23	269	10	35	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	766	220	546	69	151	744	413	353	77	7	38	19	19	222	16	14	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	386	118	277	29	89	395	187	208	24	6	8	10	4	128	2	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	85	191	24	61	276	145	131	28	3	7	3	9	91	0	4	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1174	398	776	200	198	1148	736	438	106	34	31	51	39	422	19	33	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	14	132	8	6	140	79	67	5	1	0	0	0	9	27	1	36
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	330	68	266	46	22	334	143	191	16	2	1	1	3	46	47	4	23
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	98	493	53	45	582	302	289	19	4	5	6	1	41	142	4	80
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	70	539	45	25	601	277	332	17	1	8	7	4	27	66	9	138
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	479	63	417	44	19	480	198	282	13	0	0	3	13	18	36	7	108
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	737	88	649	45	43	708	316	421	22	2	4	11	3	57	79	12	126
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	740	90	650	49	41	715	296	444	33	5	7	16	2	27	76	11	119
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	955	106	859	28	78	965	397	568	42	6	7	15	10	48	134	10	125
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1138	150	988	63	87	1104	536	602	40	10	6	13	8	67	139	11	242
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	87	512	57	30	571	277	322	22	5	8	8	2	38	81	2	111
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	87	312	65	22	394	188	211	19	6	6	5	4	95	24	6	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	22	88	16	6	110	72	38	7	2	2	5	6	22	27	0	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	70	172	34	36	241	159	83	20	5	4	4	0	116	7	0	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	20	149	14	6	162	99	70	7	2	1	2	1	10	45	1	30
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	325	66	259	52	14	321	112	213	42	7	0	3	1	37	12	6	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	221	739	85	136	952	590	370	65	86	33	36	21	325	8	16	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	97	215	56	41	312	213	99	23	37	10	23	9	99	5	6	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	38	62	9	29	96	70	30	8	13	5	4	2	30	1	7	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	315	89	226	26	63	312	187	128	24	17	18	6	2	116	2	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	193	103	95	58	45	198	134	64	26	7	1	3	0	91	1	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	45	86	14	31	131	96	35	9	13	8	12	9	32	3	10	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	137	204	85	52	331	243	98	25	31	10	17	9	143	0	8	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	120	331	70	50	451	262	189	36	6	24	19	7	162	4	4	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	77	69	37	40	141	103	43	11	16	7	2	2	64	0	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	781	207	574	129	78	767	484	297	44	9	28	13	16	367	4	3	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	31	65	21	10	96	57	39	5	4	2	0	1	43	0	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	477	90	387	37	53	467	194	283	23	15	6	8	5	28	35	6	68
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1245	396	849	130	266	1224	690	555	121	49	26	42	41	363	12	36	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	382	762	120	262	1144	674	470	120	29	32	46	18	383	14	32	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	122	328	29	93	450	249	201	55	21	20	18	13	102	4	16	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	279	63	220	28	35	283	150	133	26	3	9	2	14	91	1	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	29	185	18	11	214	106	108	6	5	1	2	2	25	24	0	41
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	46	196	15	31	235	123	119	12	3	11	6	1	89	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	641	57	584	36	21	623	271	370	13	0	1	2	1	14	105	5	130
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	219	45	174	35	10	218	145	74	8	1	0	0	4	1	33	1	97
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	536	99	437	81	18	517	302	234	24	2	4	0	2	36	67	7	160
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	955	125	846	38	87	971	647	324	63	60	30	48	6	436	1	3	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	436	114	322	59	55	403	267	169	38	18	12	16	15	135	9	24	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	743	107	637	61	46	744	319	425	38	8	1	14	12	76	116	1	53
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	376	74	318	27	47	392	250	142	28	10	28	28	7	138	5	6	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	55	288	44	11	323	181	162	12	2	1	1	0	20	50	3	92
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	188	349	154	34	514	258	279	18	3	4	7	2	28	97	2	97
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	61	238	40	21	299	139	160	17	6	7	9	4	93	1	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	139	38	101	15	23	138	74	65	13	5	3	9	3	37	1	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	582	154	428	55	99	582	314	268	74	5	10	17	4	189	9	5	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	44	124	16	28	168	95	73	17	1	10	2	2	61	2	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	50	330	16	34	375	177	203	16	9	7	3	5	96	14	12	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	805	108	697	47	61	797	434	371	28	9	2	1	4	69	199	3	119
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	672	137	535	75	62	641	376	296	26	20	20	34	19	211	17	24	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	2	1081	105	981	31	74	1086	463	623	55	24	27	46	26	230	24	27	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	3	1001	135	866	40	95	981	488	513	71	21	33	45	26	220	24	32	16
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	4	835	104	731	35	69	822	375	460	68	10	25	25	9	188	21	26	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	5	696	56	647	21	35	703	170	533	33	5	9	15	8	76	12	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	6	1023	124	899	24	100	1015	408	615	54	10	31	34	19	205	27	21	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	7	658	127	531	50	77	641	396	262	54	16	18	34	29	182	35	24	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	8	933	188	745	80	108	927	498	435	63	22	23	50	28	255	25	26	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	9	460	100	360	29	71	448	271	189	33	7	12	13	20	147	19	13	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	10	978	113	975	58	55	1088	300	788	47	11	12	21	15	170	11	7	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	11	1142	136	1006	69	67	1031	439	703	44	25	20	42	25	232	21	20	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	12	742	157	585	65	92	720	449	293	39	25	24	25	16	238	42	25	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516503	Ve¾kı Lom	1	152	43	117	30	13	160	78	82	4	0	4	3	0	61	1	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557307	Vidiná	1	1550	443	1107	157	286	1525	953	597	115	63	55	90	41	493	24	66	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516511	Vieska	1	168	32	136	16	16	166	114	54	14	3	5	7	2	75	2	6	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515752	Vieska nad Blhom	1	124	23	101	17	6	107	73	51	17	0	1	0	0	4	9	0	42
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	1	995	311	684	160	151	982	657	338	87	69	57	67	21	304	10	42	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	2	369	83	299	53	30	382	221	161	24	8	16	11	8	144	0	10	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518930	Víg¾ašská Huta - Kalinka	1	297	77	223	38	39	300	205	95	20	20	7	2	5	145	1	5	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	1	683	74	609	64	10	677	461	222	16	3	0	6	5	20	133	5	273
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	2	919	100	823	87	13	923	546	377	17	1	1	10	2	23	182	2	308
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515761	Višòové	1	48	11	38	2	9	49	26	23	2	1	0	0	1	7	9	2	4
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557293	Vlkanová	1	1070	253	817	87	166	1009	542	528	73	40	26	57	28	266	12	40	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515779	Vlkyòa	1	237	53	184	18	35	227	102	135	9	0	1	0	2	0	26	8	56
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517356	Voznica	1	523	150	377	72	78	527	321	206	45	15	27	16	9	198	4	7	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516538	Vrbovka	1	313	67	249	65	2	316	194	122	4	2	1	0	0	22	35	1	129
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517364	Vyhne	1	1029	188	892	89	99	1080	642	438	82	43	32	65	26	360	12	22	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517372	Vysoká	1	108	36	72	25	11	108	57	51	6	12	1	6	1	27	2	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557901	Vyšné Valice	1	210	25	191	15	10	216	120	96	3	0	0	1	4	3	23	3	83
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515809	Vyšnı Skálnik	1	132	57	87	15	42	144	103	41	27	2	6	4	2	57	5	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515817	Zádor	1	96	19	84	7	12	103	51	52	4	0	0	1	0	1	16	0	29
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	1	501	120	381	67	53	482	293	208	40	21	17	13	2	175	18	4	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	2	109	28	81	22	6	104	71	38	10	2	3	4	0	36	13	2	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557927	Zacharovce	1	332	103	229	66	37	329	155	177	21	7	13	1	2	90	12	4	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516554	Závada	1	403	58	345	28	30	393	201	202	33	5	19	17	5	106	3	13	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	1	962	252	734	62	190	986	532	454	111	39	19	25	15	293	3	27	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	2	927	271	656	42	229	907	492	435	120	31	19	26	24	261	4	7	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518956	Zemiansky Vrbovok	1	87	30	59	15	15	89	63	26	3	4	5	2	2	44	0	3	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	582051	Zlatno	1	377	99	285	62	37	384	214	170	19	6	10	5	3	161	3	5	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516562	Zombor	1	97	19	93	7	12	112	51	61	14	3	2	0	1	27	2	1	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	1	924	193	757	98	95	950	451	499	68	35	16	59	24	191	11	44	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	2	942	270	672	178	92	777	460	482	46	40	20	70	41	152	19	72	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	3	774	234	540	155	79	742	503	271	47	43	22	50	45	185	26	85	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	4	929	337	592	246	91	917	599	330	64	47	22	81	38	271	21	55	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	5	1660	337	1323	106	231	1548	657	1003	74	65	15	83	50	279	31	60	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	6	328	72	256	34	38	310	160	168	26	12	8	14	21	63	5	11	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	7	555	180	376	129	51	556	362	194	32	29	11	46	33	152	14	44	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	8	624	188	436	118	70	609	404	220	30	35	6	61	39	177	12	44	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	9	1038	286	752	186	100	958	571	467	59	56	25	56	44	227	26	78	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	10	835	270	565	163	107	809	513	322	68	38	21	64	29	225	5	63	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	11	1044	336	708	160	176	1038	634	410	91	46	32	82	76	216	29	62	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	12	719	222	507	144	78	729	451	278	41	35	16	93	35	168	8	55	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	13	1028	290	738	187	103	1019	614	414	37	49	24	104	49	295	21	35	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	14	966	255	711	168	87	959	547	419	65	42	27	72	37	236	17	51	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	15	897	222	690	131	91	912	476	436	56	31	12	86	25	200	20	46	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	16	633	182	451	106	76	622	359	274	42	19	23	52	25	156	13	29	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	17	734	206	528	132	74	694	417	317	42	40	24	61	22	183	19	26	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	18	829	293	536	221	72	828	510	319	46	49	22	47	34	261	15	35	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	19	1043	304	739	194	110	1003	591	452	63	39	33	69	61	261	23	42	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	20	1183	385	798	265	120	1145	727	456	104	48	32	91	56	298	26	72	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	21	1243	307	936	181	126	1224	707	536	66	39	48	86	56	341	14	56	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	22	971	245	726	182	63	889	522	449	38	33	20	50	27	312	9	33	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	23	841	249	598	191	58	847	509	338	49	45	25	51	25	272	6	36	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	24	1047	251	796	161	90	1039	533	514	64	22	26	50	32	307	9	23	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	25	778	192	601	119	73	793	479	314	47	29	18	51	32	254	20	26	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	26	760	220	599	164	56	819	468	351	55	14	24	37	19	289	8	22	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	27	952	248	714	132	116	962	551	411	66	22	25	67	35	299	5	32	0
